"ID";"P08";"P10";"P11";"P12";"P13";"P14";"P15_15";"P15_16";"P15_17";"P15_18";"P15_19";"P15_20";"P15_21";"P22";"P23";"P24_24";"P24_25";"P24_26";"P24_27";"P24_28";"P24_29";"P30";"P31";"P32";"P33_33";"P33_34";"P33_35";"P33_36";"P33_37";"P38";"P39";"P40";"P41_41";"P41_42";"P41_43";"P41_44";"P41_45";"P46";"P47";"P48";"P54";"P55_55";"P55_56";"P55_57";"P55_58";"P55_59";"P62";"P63";"P64_64";"P64_65";"P64_66";"P64_67";"P64_68";"P64_69";"P64_70";"P64_71";"P73_73";"P73_74";"P73_75";"P77_77";"P77_78";"P77_79";"P77_80";"P77_81";"P77_82";"P77_83";"P84_84";"P84_85";"P84_86";"P84_87";"P84_88";"P84_89";"P92";"V03";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V11b";"V12";"V12a";"V12B";"V13";"V14";"VD_P49A";"VD_P50A";"VD_P51A";"VD_P52A";"VD_P53A";"VD_P49B";"VD_P50B";"VD_P51B";"VD_P52B";"VD_P53B";"VD_P55B";"VD_P55_60";"VD_P64_72";"VD_P76";"VD_P90";"VD_P92A";"VD_RACA";"VD_REGIAO";"VD_IDADE";"VD_EDUCACAO";"VD_DOMICILIO";"VD_PORTE";"POP_UF_idade";"POP_UF_raca";"POP_UF_edu";"POP_UF_porte";"POP_UF_residencia";"W1";"W2"
"2587";51;3;1;1;1;4;1;1;1;3;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;1;2;2;2;2;2;2;2;3;1;1;1;1;2;1;;;;;;2;1;1;;;;;;;;;;;;97;2;97;3;;4;5;5;5;1;3;143800;931617,182877359;421720,84129634;264229;1228028,01092492;0,304507709752327;679,112136701547
"2588";31;2;3;1;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;2;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;5;0;4;3;4;7;2;1;810162;5015084,87690932;1571143,8852854;3374584;1035543,10644514;3,69595392919641;9751,76870170283
"2589";53;2;2;1;1;3;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;6;;1;1;1;1;;;;;;;1;4;3;;;;;;;;;;;;97;2;97;5;2;2;5;5;7;1;3;135768;719504,381764959;410550,621539486;1192401;1144552,13203908;1,07141549731885;3537,1736393492
"2590";33;3;3;1;1;4;2;1;1;1;2;2;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;2;1;2;;;;;;;;;;;;97;2;97;3;1;3;3;5;7;1;1;680728;3339766,49108363;1603480,3944896;521461;6815646,96134305;1,61042972658975;9742,22002082729
"2591";26;1;3;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;1;;;;;;2;2;1;;;;;;;;;;;;97;2;97;5;3;1;2;4;5;1;3;374480;1291570,96060967;1303862,0428603;943988;3214851,05338958;0,677977348931574;3103,05074220896
"2592";32;3;3;1;1;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;6;;1;1;1;1;;;;;;;1;1;3;;;;;;;;;;;;97;2;97;2;;1;3;8;7;1;1;118586;617235,410045042;311924,928079012;513136;1391016,9466393;0,326644879524269;1538,21393742129
"2593";42;2;3;2;2;3;1;1;2;1;2;1;3;2;1;1;2;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;1;3;;;;;;;;;;;;97;2;97;4;2;1;4;4;7;1;1;319233;2467119,66278606;658394,585312965;1130232;2721026,22704136;0,704496739378584;2369,2021705443
"2594";24;3;1;1;1;2;1;1;1;1;2;1;2;2;2;1;2;1;1;2;2;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;3;0;4;2;7;5;1;2;106235;863643,478564497;411884,824827546;402759;1147251,81868533;0,236578335662274;951,577004966647
"2595";35;3;3;1;1;3;3;1;2;1;2;1;1;2;2;1;1;2;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;1;3;2;3;97;;;;;;;;;;;;97;2;97;2;0;1;3;9;4;1;2;1294948;11181216,8484687;1279219,89475294;8136323;18265345,6229506;4,4847328660915;9149,60887923409
"2596";28;2;3;97;2;3;2;1;2;1;2;1;2;2;1;1;1;2;1;2;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;1;;2;;;1;2;;;;;;;;;;;;97;2;97;3;1;4;2;6;7;1;3;78379;690607,941093683;142693,223238106;266839;722112,086560352;0,311526137604547;451,033061167741
"2597";32;2;3;1;1;3;1;4;4;4;2;2;3;1;3;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;2;;;;;1;;1;1;1;2;1;;;;;;;;;;;;97;2;97;1;;2;3;9;7;1;2;106352;958616,589954958;311924,928079012;851322;1391016,9466393;0,326644879524269;668,175200813141
"2598";53;2;1;1;1;3;2;2;2;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;;1;;;;;;1;2;2;;;;;;;;;;;;97;2;97;1;;1;5;6;7;1;3;112932;472896,618235041;410550,621539486;1192401;1144552,13203908;0,308690015682969;1081,21413953482
"2599";35;3;1;1;1;3;2;1;4;2;1;2;2;3;1;1;1;2;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;1;3;;;2;;;;;1;2;1;;;;;;;;;;;;97;2;97;2;1;1;3;2;4;1;3;1655473;11181216,8484687;1279219,89475294;7969733;18265345,6229506;6,24318532748843;12236,9101130088
"2600";22;2;1;2;1;3;1;1;1;1;1;3;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;;;;;2;2;2;;;2;2;;;;;;;;;;;;97;2;97;3;;1;2;1;5;2;2;229365;273348,435769865;373762,796542349;154791;389021,418009926;0,215124176263052;1424,80276844249
"2601";13;3;4;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;97;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;3;;;1;;;;;1;1;2;;;;;;;;;;;;97;2;97;4;;4;1;3;7;1;3;151350;1168709,76146447;217054,349839293;810015;1242111,10740022;0,284451524029348;808,101930968963
"2602";14;2;1;2;3;3;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;2;;2;;;;;;2;2;1;;;;;;;;;;;;97;2;97;2;;4;1;1;4;1;2;51880;173113,145777793;19817,0462289678;153142;195557,263513212;0,0462265167902052;193,916022065502
"2603";16;3;1;1;1;3;2;2;1;1;1;1;1;2;2;1;1;1;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;1;;1;3;2;2;1;;;;;;;;;;;;97;2;97;4;2;3;1;3;6;1;2;29836;44859,663820017;19438,8662978683;206458;243938,710614161;0,806469920977798;1109,10607690267
"2604";52;3;3;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;2;;;;;;1;2;97;;;;;;;;;;;;97;2;97;3;0;1;5;6;7;1;1;253523;1045142,03651931;580938,21285206;887844;2672927,86037804;0,625974153060974;3000,53281795766
"2605";43;2;1;2;1;3;3;1;2;2;1;2;2;1;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;1;;;;;;;1;1;1;;;;;;;;;;;;97;2;97;5;2;2;4;8;5;1;2;381955;1020946,74887335;1290313,44136863;2324503;4029583,56019369;2,07076173760152;5695,78323845649
"2606";16;2;1;2;1;3;1;1;2;2;3;1;1;2;2;1;1;1;2;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;;;;;;;1;2;2;;;;;;;;;;;;97;2;97;4;;4;1;2;7;1;2;32404;220844,336179983;59779,062125392;206458;243938,710614161;0,0549228039233644;224,047128044002
"2607";50;1;1;1;1;4;1;1;2;2;1;1;1;2;2;1;1;2;1;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;3;;;2;;;;;1;1;1;;;;;;;;;;;;97;2;97;5;;1;5;1;7;1;2;181332;485412,154582629;250519,903589362;240970;990828,486193927;0,227026990026312;2315,73785214153
"2608";13;2;1;1;2;3;2;1;3;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;3;2;1;2;;;;;2;2;2;;;1;2;;;;;;;;;;;;97;2;97;3;;4;1;1;4;1;3;324835;1168709,76146447;130112,259708369;810015;1242111,10740022;0,284451524029348;1391,59692079787
"2609";42;2;2;2;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;1;2;;1;;;;;;1;2;1;;;;;;;;;;;;97;2;97;1;;1;4;4;7;2;2;319233;2467119,66278606;658394,585312965;1498571;397735,772958638;0,704496739378584;2585,3797279706
"2610";17;1;1;3;3;3;1;2;1;1;2;2;2;1;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;2;97;;;;;;;;;;;;97;2;97;3;3;1;1;5;7;1;1;58180;123370,740711119;115064,751554722;304737;497867,387793094;0,111757498848312;339,432722798246
"2611";53;3;1;1;1;3;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;1;3;2;6;1;;;;;;;;;;;;97;2;97;2;;1;5;7;5;1;3;96186;472896,618235041;352374,299331847;1192401;1144552,13203908;0,308690015682969;926,77944225746
"2612";53;2;1;2;2;3;3;2;3;1;1;2;2;97;3;1;1;1;1;1;2;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;3;3;;;;;;;;;;;;97;2;97;3;1;1;5;7;7;1;3;96186;472896,618235041;410550,621539486;1192401;1144552,13203908;0,308690015682969;1038,71158546515
"2613";14;3;1;1;1;4;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;1;1;4;1;1;2;;;;;;;;;;;;97;2;97;5;0;4;1;5;5;1;2;22316;173113,145777793;85428,4192872601;153142;195557,263513212;0,0462265167902052;103,668159495362
"2614";32;2;3;1;3;3;1;1;1;1;3;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;;;;;1;;2;;;1;3;;;;;;;;;;;;97;2;97;2;0;4;3;1;4;2;2;238435;958616,589954958;117614,210904835;851322;184835,053360704;0,326644879524269;482,464635251772
"2615";29;3;1;1;1;3;1;1;1;1;1;1;1;3;2;1;1;1;2;2;2;1;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;2;2;2;;;1;97;;;;;;;;;;;;97;2;97;3;;4;2;8;5;1;3;409065;4654381,54144773;1980274,99078912;1363516;4325699,27241818;0,696681197104364;2064,51139509816
"2616";43;2;1;1;1;3;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;2;;1;;;;;;1;4;1;;;;;;;;;;;;97;2;97;4;;1;4;1;4;1;2;640752;3610129,25112665;363994,16554625;2324503;4029583,56019369;1,03538086880076;4863,01724058273
"2617";22;2;1;1;1;3;1;1;1;1;1;1;1;97;2;1;1;1;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;5;;2;2;6;6;1;1;109783;1038322,56423014;66696,800391716;785261;922649,581990075;0,215124176263052;1018,58270904683
"2618";43;3;1;1;1;3;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;3;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;1;;2;;;3;1;;;;;;;;;;;;97;2;97;4;;4;4;1;6;1;1;640752;1020946,74887335;333318,973267257;1698898;4029583,56019369;1,03538086880076;8184,87745039569
"2619";22;2;1;2;3;2;3;4;1;3;3;4;3;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;5;3;1;2;3;5;1;1;126179;273348,435769865;373762,796542349;785261;922649,581990075;0,215124176263052;812,793895417102
"2620";15;3;1;2;1;3;1;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;1;;;;;;1;2;2;;;;;;;;;;;;97;2;97;4;2;1;1;4;7;1;2;330463;564503,344155671;407101,64506079;1615655;2360892,95661209;1,06407423578843;2838,5600277202
"2621";32;2;1;1;1;3;3;1;4;2;1;2;1;2;3;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;3;1;4;3;5;5;1;3;161363;958616,589954958;483355,9695245;211394;1391016,9466393;0,653289759048539;1899,19557177879
"2622";42;1;1;2;97;3;1;97;1;1;97;1;1;2;2;1;2;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;2;1;3;;;;;;;;;;;;97;2;97;3;1;1;4;5;7;1;2;305162;2467119,66278606;658394,585312965;1498571;2721026,22704136;1,40899347875717;2556,85081653233
"2623";16;2;1;2;1;3;1;1;1;1;1;4;1;2;2;1;1;1;1;1;1;2;1;1;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;;;;2;2;2;;;2;2;;;;;;;;;;;;97;2;97;4;;1;1;1;4;1;1;61318;44859,663820017;22074,8697980544;59246;243938,710614161;0,0549228039233644;273,400049549017
"2624";26;3;1;1;1;3;2;1;97;97;1;3;1;2;3;1;1;1;1;1;2;2;2;1;1;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;1;3;2;2;2;;;;;1;;2;;;1;97;;;;;;;;;;;;97;2;97;5;2;4;2;3;4;2;3;359896;2450940,03939033;271937,583415481;943988;527659,946610423;0,781478291907834;610,54720686659
"2625";26;2;97;2;97;3;1;1;1;1;1;1;1;3;2;2;1;1;1;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;;;;;2;1;2;;;1;97;;;;;;;;;;;;97;2;97;3;;4;2;1;2;1;2;628474;2450940,03939033;877717,02654698;1591517;3214851,05338958;0,677977348931574;6424,82800532343
"2626";52;3;1;1;1;3;3;1;2;1;2;3;3;2;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;2;2;;;;;;;;;;;;97;2;97;4;0;4;5;6;5;1;3;253523;1794738,96348069;903480,436272986;831664;2672927,86037804;0,625974153060974;2032,30156312907
"2627";25;2;3;2;2;3;1;1;3;1;1;1;1;2;2;1;1;2;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;;;;;1;;1;3;2;2;1;;;;;;;;;;;;97;2;97;4;2;2;2;2;2;1;1;151017;1064111,11136071;446322,461496075;822628;1261071,51373576;0,578324255937796;5889,53118545378
"2628";51;1;1;2;1;3;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;1;3;;;1;;;;;1;2;3;;;;;;;;;;;;97;2;97;2;0;1;5;8;5;2;1;92032;453051,817122641;421720,84129634;565504;156640,98907508;1,21803083900931;2779,32600257755
"2629";53;3;2;2;1;3;1;2;1;1;2;2;1;2;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;2;;1;;;;;;2;2;1;;;;;;;;;;;;97;2;97;2;0;2;5;6;5;1;3;112932;719504,381764959;352374,299331847;1192401;1144552,13203908;0,308690015682969;787,932643282288
"2630";25;2;1;2;2;3;1;1;3;1;1;1;1;2;3;1;2;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;4;3;4;2;3;3;1;2;153524;1064111,11136071;103127,702123739;440095;1261071,51373576;0,289162127968898;730,779158032141
"2631";43;2;1;1;1;3;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;1;2;2;2;2;2;2;1;4;1;1;2;;;;;1;;2;;;3;3;;;;;;;;;;;;97;2;97;4;2;1;4;5;7;1;3;422654;3610129,25112665;884736,499947764;607675;4029583,56019369;1,03538086880076;2858,23948769392
"2632";35;3;1;1;1;3;1;1;1;1;1;4;2;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;97;;;;;;;;;;;;97;2;97;3;0;4;3;10;5;1;3;3062430;7652268,15153127;6434405,0214404;7969733;18265345,6229506;13,4541985982745;36928,2632358616
"2633";23;2;1;1;1;3;1;1;2;1;1;2;1;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;2;1;1;2;2;4;1;1;368075;992168,803686416;339537,745800141;1148264;2903147,45967571;0,659691651734968;3748,54178838595
"2634";35;2;3;2;2;3;3;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;2;2;2;;;5;3;;;;;;;;;;;;97;2;97;3;;1;3;1;6;1;3;2706212;11181216,8484687;1028401,50677568;7969733;18265345,6229506;0,28527413160975;855,533539261493
"2635";33;2;1;2;1;3;1;3;3;1;2;2;1;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2;1;3;;;2;;;;;1;2;1;;;;;;;;;;;;97;2;97;4;1;4;3;3;4;2;2;607630;3639495,50891637;506498,438879697;2602423;163615,038656951;1,61042972658975;451,217074753177
"2636";27;3;1;1;1;3;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;2;3;;;;;;;;;;;;97;2;97;3;1;4;2;3;7;1;1;121433;908596,571284108;163801,684731019;550620;1002970,89902313;0,211822171114282;967,073293240424
"2637";17;3;1;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;2;2;1;2;2;5;1;;;;;;;;;;;;97;2;97;3;;5;1;1;6;1;2;111075;446696,259288881;35015,1954579461;265330;497867,387793094;0,111757498848312;423,824539029627
"2638";25;1;97;2;97;3;1;2;1;1;1;2;1;2;1;1;1;1;1;2;2;2;3;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;2;;;;;2;2;2;;;;;;;;;;;;97;2;97;3;1;4;2;4;7;1;2;162330;1064111,11136071;216695,406122903;440095;1261071,51373576;0,413358071666202;708,526832856028
"2639";29;3;2;1;1;3;1;1;1;1;1;2;1;1;2;1;1;1;1;2;2;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;1;;2;;;6;1;;;;;;;;;;;;97;2;97;3;;4;2;1;6;1;2;970720;4654381,54144773;250581,804403514;1803509;4325699,27241818;1,07752022328331;3673,31204228705
"2640";28;1;1;1;1;4;4;2;2;2;3;4;4;2;1;1;1;1;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;2;;4;2;3;4;1;3;89804;690607,941093683;76716,4908097487;266839;722112,086560352;0,310093099649507;501,158453262608
"2641";27;2;3;1;1;4;2;1;4;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;2;;1;;;;;;1;1;2;;;;;;;;;;;;97;2;97;3;1;4;2;5;7;1;3;122656;908596,571284108;163801,684731019;410340;1002970,89902313;0,211822171114282;364,510244167292
"2642";29;3;1;1;97;3;1;2;1;1;1;1;2;1;2;1;1;1;1;2;1;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;;1;;;;;;2;2;1;;;;;;;;;;;;97;2;97;2;;4;2;3;7;1;1;539484;4654381,54144773;706222,509195263;2629696;4325699,27241818;1,07752022328331;4015,53775667332
"2643";41;2;3;1;1;3;2;2;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;1;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;;;;;;;1;5;3;;;;;;;;;;;;97;2;97;1;;1;4;9;7;1;3;319233;3116799,95964981;962279,89967906;1026407;4217476,99265909;1,09731593661602;3412,68834515273
"2644";14;2;1;1;1;4;2;2;2;2;3;3;3;2;2;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;1;2;1;;;;;;;;;;;;97;2;97;4;0;4;1;6;5;1;2;17520;173113,145777793;85428,4192872601;153142;195557,263513212;0,0924530335804104;229,06252833495
"2645";23;2;1;1;3;2;3;1;1;2;1;2;2;2;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;1;1;1;2;;;;;;;;;;;;97;2;97;4;0;4;2;10;7;1;3;515630;2601054,19631358;475352,262867248;1065900;2903147,45967571;0,659691651734968;2842,38605682362
"2646";42;2;1;2;1;3;2;1;97;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;2;1;2;;;1;2;;;;;;;;;;;;97;2;97;2;;1;4;1;6;1;1;472361;2467119,66278606;189763,121557013;1130232;2721026,22704136;1,43482412594119;9068,49267987785
