"ID";"P08";"P10";"P11";"P12";"P13";"P14";"P15_15";"P15_16";"P15_17";"P15_18";"P15_19";"P15_20";"P15_21";"P22";"P23";"P24_24";"P24_25";"P24_26";"P24_27";"P24_28";"P24_29";"P30";"P31";"P32";"P33_33";"P33_34";"P33_35";"P33_36";"P33_37";"P38";"P39";"P40";"P41_41";"P41_42";"P41_43";"P41_44";"P41_45";"P46";"P47";"P48";"P54";"P55_55";"P55_56";"P55_57";"P55_58";"P55_59";"P62";"P63";"P64_64";"P64_65";"P64_66";"P64_67";"P64_68";"P64_69";"P64_70";"P64_71";"P73_73";"P73_74";"P73_75";"P77_77";"P77_78";"P77_79";"P77_80";"P77_81";"P77_82";"P77_83";"P84_84";"P84_85";"P84_86";"P84_87";"P84_88";"P84_89";"P92";"V03";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V11b";"V12";"V12a";"V12B";"V13";"V14";"VD_P49A";"VD_P50A";"VD_P51A";"VD_P52A";"VD_P53A";"VD_P49B";"VD_P50B";"VD_P51B";"VD_P52B";"VD_P53B";"VD_P55B";"VD_P55_60";"VD_P64_72";"VD_P76";"VD_P90";"VD_P92A";"VD_RACA";"VD_REGIAO";"VD_IDADE";"VD_EDUCACAO";"VD_DOMICILIO";"VD_PORTE";"POP_UF_idade";"POP_UF_raca";"POP_UF_edu";"POP_UF_porte";"POP_UF_residencia";"W1";"W2"
"2647";32;1;5;3;3;4;1;1;2;1;3;1;4;2;3;1;1;1;1;2;1;2;3;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;4;2;2;3;4;5;1;2;161001;958616,589954958;483355,9695245;851322;1391016,9466393;0,326644879524269;894,859746981401
"2648";52;2;1;2;2;3;1;1;1;1;1;1;1;3;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;2;;4;5;3;5;1;1;286189;1794738,96348069;903480,436272986;887844;2672927,86037804;0,275986834538287;1731,71956122257
"2649";27;3;1;2;1;4;4;1;2;4;4;1;2;2;1;1;2;1;1;1;2;2;2;1;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;2;1;2;;;1;1;;;;;;;;;;;;97;2;97;3;;1;2;4;5;1;2;128076;347379,428715892;358643,23233841;295016;1002970,89902313;0,446371189217139;2488,48576025843
"2650";33;2;4;1;1;3;1;2;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;2;1;;;;;;1;5;2;;;;;;;;;;;;97;2;97;2;;1;3;5;7;1;3;680728;3339766,49108363;1603480,3944896;3855378;6815646,96134305;1,61042972658975;6158,11453572671
"2651";50;3;3;1;2;4;1;1;4;2;1;1;2;2;2;2;1;1;1;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;;;;;1;;1;3;2;5;1;;;;;;;;;;;;97;2;97;4;2;4;5;4;3;1;1;109993;598139,845417371;71646,7915454855;471887;990828,486193927;0,227026990026312;956,847246559833
"2652";25;2;2;1;1;3;1;1;1;1;2;1;2;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;5;;4;2;1;6;1;3;266373;1064111,11136071;65879,8182226169;360279;1261071,51373576;0,289162127968898;771,529461957358
"2653";43;1;1;2;1;97;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;2;97;1;2;97;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;1;;;;;1;1;3;;;;;;;;;;;;97;2;97;2;0;1;4;9;5;1;2;352713;3610129,25112665;1290313,44136863;2324503;4029583,56019369;2,26027682381814;9018,09664878329
"2654";24;2;1;1;1;3;4;1;1;2;4;4;4;2;1;1;2;1;1;2;2;2;3;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;3;2;3;2;3;5;1;1;131955;497043,521435503;411884,824827546;626773;1147251,81868533;0,236578335662274;1882,49261463073
"2655";13;2;3;2;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;2;;2;;;;;;1;2;1;;;;;;;;;;;;97;2;97;5;3;5;1;2;5;1;3;167295;1168709,76146447;536264,793617493;810015;1242111,10740022;0,284451524029348;894,435954780683
"2656";35;3;4;1;1;3;1;1;1;1;1;1;3;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;6;2;;;;;;;;;;;;97;2;97;3;2;4;3;4;7;1;2;1873165;7652268,15153127;4498184,05522268;8136323;18265345,6229506;6,24318532748843;17069,1143918734
"2657";22;3;1;1;2;2;2;1;2;1;1;1;2;3;2;1;1;1;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;1;3;2;2;1;;;;;;;;;;;;97;2;97;2;;4;2;2;5;1;1;122311;1038322,56423014;373762,796542349;785261;922649,581990075;0,430248352526104;2007,51832324633
"2658";35;3;1;1;1;4;1;1;4;1;1;1;1;3;3;1;2;2;2;2;2;2;3;97;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;1;1;2;1;1;;;;;;;;;;;;97;2;97;1;0;1;3;10;4;1;2;3062430;11181216,8484687;1279219,89475294;8136323;18265345,6229506;4,4847328660915;10910,2446698532
"2659";32;2;1;1;2;3;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;1;2;2;;;;;;2;5;2;;;;;;;;;;;;97;2;97;2;;2;3;1;6;1;2;238435;958616,589954958;85926,1793490347;851322;1391016,9466393;0,326644879524269;1106,89286928157
"2660";16;3;2;2;1;4;1;2;4;4;2;2;1;2;3;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;;;2;;;;;2;1;3;;;;;;;;;;;;97;2;97;2;0;4;1;7;2;1;1;18033;220844,336179983;47363,164833891;59246;243938,710614161;0,0549228039233644;303,543965888226
"2661";22;3;1;1;1;3;2;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;2;1;;;;;;2;1;2;;;;;;;;;;;;97;2;97;4;;1;2;1;5;1;3;229365;273348,435769865;373762,796542349;371619;922649,581990075;0,645372528789156;2645,7273836842
"2662";35;2;2;1;2;3;1;2;1;1;1;2;3;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;;1;1;1;2;1;;;;;;1;5;3;;;;;;;;;;;;97;2;97;2;;1;3;4;7;1;3;1873165;11181216,8484687;4498184,05522268;7969733;18265345,6229506;1,14664885053976;2873,81791238925
"2663";51;2;1;1;1;3;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;4;1;1;3;;;;;;;;;;;;97;2;97;4;0;1;5;6;7;1;3;121206;453051,817122641;272982,733225318;264229;1228028,01092492;0,304507709752327;655,274681545763
"2664";13;3;1;1;1;3;1;1;1;1;1;1;1;2;3;1;1;1;1;2;2;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;2;;;2;3;;;;;;;;;;;;97;2;97;3;1;4;1;1;7;1;3;324835;1168709,76146447;217054,349839293;810015;1242111,10740022;0,284451524029348;1717,56205515892
"2665";21;2;1;2;97;4;2;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;3;1;4;2;1;5;2;1;526613;2080978,41115431;837457,581162813;1269813;644168,904984862;0,37981908554696;3872,96442610422
"2666";31;2;3;1;1;4;1;2;3;1;1;3;2;2;1;1;2;2;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;3;;;1;;;;;1;5;1;;;;;;;;;;;;97;2;97;2;;4;3;2;5;1;1;772492;5015084,87690932;2627141,27342489;3374584;7540128,89355486;3,69595392919641;27276,2451019715
"2667";17;3;1;1;1;4;4;2;3;1;1;2;4;2;3;1;2;1;2;2;2;2;3;1;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;5;0;4;1;7;4;2;2;41893;446696,259288881;45841,1664960021;265330;72199,612206906;0,111757498848312;122,858032063912
"2668";28;2;1;1;1;3;2;1;1;1;2;1;1;2;2;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;3;;;2;;;;;2;2;1;;;;;;;;;;;;97;2;97;3;;4;2;2;5;1;3;91442;690607,941093683;252015,819968404;266839;722112,086560352;0,46513964947426;1191,82303211318
"2669";32;2;3;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;;;;;;;2;1;2;;;;;;;;;;;;97;2;97;1;;4;3;7;7;1;2;125474;958616,589954958;311924,928079012;851322;1391016,9466393;0,326644879524269;871,462983999151
"2670";41;3;1;1;1;3;1;1;3;1;1;1;1;2;2;1;1;2;2;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;1;2;2;1;2;;;;;;;;;;;;97;2;97;1;;1;4;2;5;1;2;445745;3116799,95964981;1395869,7336891;1961988;4217476,99265909;1,09731593661602;4985,22462050013
"2671";32;1;1;3;2;4;1;1;1;1;1;3;2;2;3;1;1;2;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;1;;;;;;1;1;2;;;;;;;;;;;;97;2;97;2;0;1;3;8;5;1;2;118586;617235,410045042;483355,9695245;851322;1391016,9466393;0,653289759048539;1974,42605807067
"2672";42;2;1;2;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;2;1;;;;;;2;2;3;;;;;;;;;;;;97;2;97;3;;1;4;5;7;1;2;305162;2467119,66278606;658394,585312965;1498571;2721026,22704136;0,704496739378584;1278,42540826616
"2673";27;2;1;2;1;4;4;2;2;2;2;2;4;2;2;1;2;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;;;;;2;2;2;;;1;3;;;;;;;;;;;;97;2;97;3;2;4;2;2;4;2;2;127153;908596,571284108;111536,828883944;295016;253005,10097687;0,211822171114282;339,539522406186
"2674";32;3;2;1;1;3;3;2;1;3;1;3;3;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;5;3;4;3;2;3;1;2;141409;958616,589954958;111053,379713957;851322;1391016,9466393;0,326644879524269;966,949178361778
"2675";53;2;1;2;1;3;2;2;1;1;1;2;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;3;2;4;5;5;2;1;3;135768;719504,381764959;161530,575927945;1192401;1144552,13203908;0,308690015682969;1431,82065403887
"2676";35;3;2;2;1;3;1;1;3;3;1;3;3;2;2;1;1;1;1;2;2;1;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;2;;;;;1;2;1;;;;;;;;;;;;97;2;97;1;0;2;3;4;7;1;3;1873165;7652268,15153127;4498184,05522268;7969733;18265345,6229506;6,24318532748843;13235,0889806921
"2677";43;2;1;1;1;3;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;2;2;1;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;1;2;2;;;;;;2;3;3;;;;;;;;;;;;97;2;97;5;;2;4;1;6;1;2;640752;1020946,74887335;333318,973267257;2324503;4029583,56019369;1,03538086880076;5297,49035527572
"2678";22;3;1;1;2;3;1;1;2;1;2;1;2;2;3;1;1;1;1;2;2;1;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;2;1;1;;;;;;;;;;;;97;2;97;3;1;4;2;2;7;1;1;122311;1038322,56423014;208363,09659752;785261;922649,581990075;0,215124176263052;1024,17123201344
"2679";50;3;3;3;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;1;1;1;1;2;;;;;;;;;;;;97;2;97;2;0;1;5;10;5;1;3;142774;485412,154582629;291122,268034132;370695;990828,486193927;0,454053980052624;1798,71897147113
"2680";41;3;3;1;2;4;1;1;2;1;1;1;2;2;2;1;2;1;1;1;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;1;2;;2;;;;;;2;5;1;;;;;;;;;;;;97;2;97;2;1;1;4;6;4;1;3;403354;3116799,95964981;348386,71261888;1026407;4217476,99265909;1,09731593661602;1908,48593946848
"2681";23;3;3;1;1;3;2;4;3;2;3;3;2;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;1;2;;;1;1;;;;;;;;;;;;97;2;97;3;0;1;2;8;5;1;1;258096;992168,803686416;1125579,81291602;1148264;2903147,45967571;2,63876660693987;14261,1494802222
"2682";11;3;3;2;1;3;1;4;1;1;1;4;1;2;3;1;1;1;1;1;1;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;1;;;;;;;1;97;2;;;;;;;;;;;;97;2;97;2;0;1;1;8;5;1;2;42038;193003,45527292;178435,505225237;381458;489760,972025484;1,34175623471293;4241,37087357669
"2683";31;2;1;1;2;3;1;2;3;1;2;1;2;1;1;1;1;1;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;3;3;;;;;;;;;;;;97;2;97;2;0;1;3;7;7;1;1;690825;3560587,12309068;1571143,8852854;3374584;7540128,89355486;1,8479769645982;7003,59157961506
"2684";16;3;4;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;3;0;2;1;6;5;1;2;21876;220844,336179983;88625,3054744267;206458;243938,710614161;0,0549228039233644;106,037150540915
"2685";24;3;2;1;1;4;1;1;1;1;1;2;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;5;;1;2;1;4;1;1;222971;497043,521435503;117804,450334671;626773;1147251,81868533;0,236578335662274;2044,57186860948
"2686";26;2;1;1;1;3;1;1;2;1;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;5;3;;;;;;;;;;;;97;2;97;4;2;1;2;5;7;1;3;368646;1291570,96060967;518376,838814799;943988;3214851,05338958;0,677977348931574;1319,10185838477
"2687";35;2;1;1;1;3;1;1;3;2;1;1;1;1;1;1;2;1;1;2;1;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;4;1;1;2;;;;;1;;2;;;5;2;;;;;;;;;;;;97;2;97;5;;4;3;2;7;1;3;1655473;7652268,15153127;4498184,05522268;7969733;18265345,6229506;6,24318532748843;14464,9618441138
"2688";14;2;1;2;1;2;2;1;1;1;1;3;4;2;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;5;1;4;1;5;5;1;2;22316;173113,145777793;85428,4192872601;153142;195557,263513212;0,0462265167902052;103,668159495362
"2689";51;2;1;2;1;3;3;1;4;1;1;3;1;1;3;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;2;1;3;1;1;97;;;;;;;;;;;;97;2;97;4;2;4;5;4;3;1;2;151615;931617,182877359;114142,472353904;554936;1228028,01092492;0,304507709752327;1500,85007377232
"2690";25;2;1;2;3;3;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;2;2;2;;;2;2;;;;;;;;;;;;97;2;97;4;;4;2;1;6;1;2;266373;1064111,11136071;65879,8182226169;440095;1261071,51373576;0,173244079836478;601,169660012283
"2691";33;2;1;2;1;3;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;2;;1;;;;;;1;1;3;;;;;;;;;;;;97;2;97;5;1;4;3;6;7;1;3;589057;3639495,50891637;1603480,3944896;3855378;6815646,96134305;1,61042972658975;3816,26200626956
"2692";16;3;4;1;1;3;2;2;2;1;2;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;3;;2;1;2;5;1;1;32404;220844,336179983;88625,3054744267;59246;243938,710614161;0,109845607846729;532,059853056024
"2693";53;3;3;1;1;3;1;2;1;1;1;1;2;2;2;1;2;1;2;1;2;2;2;1;2;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;3;3;;;;;;;;;;;;97;2;97;1;0;1;5;8;7;1;3;83140;472896,618235041;410550,621539486;1192401;1144552,13203908;0,308690015682969;839,457043287396
"2694";35;2;1;2;3;4;2;2;3;1;3;1;2;2;2;1;1;1;1;1;2;1;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;1;2;2;2;3;;;;;;;;;;;;97;2;97;4;2;1;3;2;5;1;2;1655473;11181216,8484687;6434405,0214404;8136323;18265345,6229506;6,24318532748843;27148,8428712866
"2695";51;2;1;2;1;2;1;1;2;1;1;2;2;3;3;1;2;1;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;2;2;;;5;1;;;;;;;;;;;;97;2;97;3;0;4;5;6;3;1;3;121206;931617,182877359;114142,472353904;264229;1228028,01092492;0,91352312925698;2917,33417725956
"2696";15;3;3;1;2;3;1;2;3;1;1;2;1;2;1;1;1;1;1;2;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;5;1;2;1;1;4;1;2;636667;2456360,65584433;300752,794451661;1615655;2360892,95661209;0,532037117894214;2799,23586897647
"2697";28;2;1;2;1;3;2;1;2;1;1;2;1;2;2;1;1;1;1;2;2;2;2;1;1;2;97;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;2;;;;;1;;1;3;2;2;1;;;;;;;;;;;;97;2;97;4;2;4;2;2;5;2;1;91442;690607,941093683;252015,819968404;391346;183152,913439648;0,155046549824753;564,197664086607
"2698";25;3;2;1;1;4;2;2;4;4;2;2;2;1;3;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;;1;2;;;;;2;2;1;3;2;1;1;;;;;;;;;;;;97;2;97;1;0;2;2;6;1;1;2;138679;1064111,11136071;173480,303703681;440095;1261071,51373576;0,289162127968898;1623,85658154495
"2699";43;2;3;1;1;3;1;1;1;1;1;1;1;2;3;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;2;2;2;;;2;2;;;;;;;;;;;;97;2;97;2;;4;4;4;5;1;3;421822;1020946,74887335;1290313,44136863;607675;4029583,56019369;2,07076173760152;4385,05779496499
"2700";11;1;1;1;1;3;1;2;2;1;1;1;4;2;2;1;1;2;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;1;3;2;2;1;;;;;;;;;;;;97;2;97;4;3;4;1;2;4;1;1;63935;417290,54472708;60451,5413146817;228836;489760,972025484;0,121977839519357;642,558772975105
"2701";28;3;1;1;1;3;1;1;1;1;1;1;1;2;3;1;1;1;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;1;;2;;;1;2;;;;;;;;;;;;97;2;97;3;1;4;2;5;7;1;1;92295;690607,941093683;142693,223238106;391346;722112,086560352;0,155046549824753;552,165245767867
"2702";51;1;1;2;3;3;3;1;3;1;3;1;1;2;2;1;1;1;1;1;2;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;1;;;;;1;1;2;;;;;;;;;;;;97;2;97;2;0;1;5;8;5;1;2;92032;453051,817122641;421720,84129634;554936;1228028,01092492;0,304507709752327;827,681006381766
"2703";42;1;2;2;3;3;4;4;2;2;4;4;2;1;1;1;1;1;1;1;1;1;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;97;1;3;;;2;;;;;1;1;1;;;;;;;;;;;;97;2;97;2;0;1;4;8;3;1;2;238757;2467119,66278606;322452,763192971;1498571;2721026,22704136;0,704496739378584;2847,50587639304
"2704";32;3;1;1;1;3;2;2;1;2;2;2;3;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;1;1;;;;;;;1;1;3;;;;;;;;;;;;97;2;97;2;;1;3;4;6;1;1;161001;617235,410045042;85926,1793490347;513136;1391016,9466393;0,326644879524269;1186,66453283961
"2705";24;2;1;2;1;3;3;3;1;97;1;1;3;1;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;3;1;4;2;5;2;1;3;132837;863643,478564497;351971,873657078;331155;1147251,81868533;0,236578335662274;822,197892284462
"2706";33;3;2;1;1;3;1;1;1;1;2;1;1;2;2;1;2;1;1;2;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;1;1;1;2;97;2;1;2;2;2;4;1;1;1;1;2;1;;;;;;2;3;2;;;;;;;;;;;;97;2;97;3;;4;3;6;7;1;3;589057;3639495,50891637;1603480,3944896;3855378;6815646,96134305;1,61042972658975;3816,26200626956
