ID;P03;P04;P05;P06;P071;P072;P073;P08;P091;P092;P093;P094;P095;P096;P097;P098;P10;P11;P12;P13;P14;P15;P16;P17;P181;P182;P183;P184;P185;P186;P19;P2001;P2002;P2003;P2004;P2005;P2006;P2007;P2008;P2009;P2010;P211;P212;P213;P214;P215;P216;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P33;P35;VD_IDADE;VD_RENDA;VD_RELIGIÃO;VD_RACA;W1;W2
221;1;2;1;2;1;1;2;3;2;1;2;2;1;1;2;2;2;1;1;2;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;5;2;2;3;1.01695849794118;77526.8823529412
222;1;3;2;3;2;2;1;3;2;2;2;1;2;2;2;2;1;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;1;1.01695849794118;77526.8823529412
223;1;3;2;1;1;2;1;97;2;2;2;1;2;1;2;2;3;1;3;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;1;3;1.01695849794118;77526.8823529412
224;1;3;1;1;2;2;1;2;1;2;2;1;2;1;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;3;1;1.01695849794118;77526.8823529412
225;1;3;1;2;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;8;2;;;;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;9;;2;;8;4;;;2;97;2;5;1;2;3;3;1.01695849794118;77526.8823529412
226;1;2;3;1;2;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;3;1;2;1;1.01695849794118;77526.8823529412
227;1;2;1;1;1;2;2;2;2;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;1;2;;1;;3;;3;3;2;8;2;2;1;3;1.01695849794118;77526.8823529412
228;1;2;1;1;2;1;1;2;2;1;2;2;2;1;2;2;2;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;3;2;3;1.01695849794118;77526.8823529412
229;1;3;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;4;3;1;1.01695849794118;77526.8823529412
230;1;3;1;1;1;1;2;2;1;2;2;1;1;2;2;2;3;1;2;1;1;1;7;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;1;2;;;9;;;;3;4;3;7;2;2;2;3;1.01695849794118;77526.8823529412
231;1;2;1;1;2;1;2;2;2;1;2;1;1;2;2;2;3;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;5;4;1;1;1.01695849794118;77526.8823529412
232;1;1;2;1;1;2;2;97;;;;;;;;;3;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;5;2;1;1;1.01695849794118;77526.8823529412
233;1;3;1;1;2;2;1;2;1;1;1;1;1;1;1;2;3;1;2;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;3;2;1;1.01695849794118;77526.8823529412
234;1;2;1;1;1;2;1;1;2;2;1;2;2;2;2;2;1;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;1;1;2;1.01695849794118;77526.8823529412
235;1;2;1;2;1;2;2;2;2;2;2;1;2;2;1;2;1;1;1;1;2;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;8;2;;;8;5;;;2;1;2;6;1;1;1;3;1.01695849794118;77526.8823529412
236;1;2;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;3;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;2;2;1;1.01695849794118;77526.8823529412
237;1;2;1;1;1;2;2;2;1;2;2;2;2;1;2;2;2;1;2;97;1;1;97;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;4;3;1;1;1.01695849794118;77526.8823529412
238;1;2;1;1;2;2;1;3;1;2;2;1;2;1;2;2;2;1;2;1;1;2;;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;4;2;;;8;3;;;1;4;2;1;2;1;2;1;1.01695849794118;77526.8823529412
239;1;3;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;8;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;8;2;;;3;;;;2;3;1;1;3;2;2;3;1.01695849794118;77526.8823529412
240;1;2;3;1;1;2;1;3;2;2;2;2;2;1;1;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;1;1.01695849794118;77526.8823529412
241;1;3;3;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;1;2;1;1;3;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;2;2;3;1.01695849794118;77526.8823529412
242;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;2;1;3;1.01695849794118;77526.8823529412
243;1;2;1;2;1;2;1;2;2;1;2;2;2;1;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;3;1.01695849794118;77526.8823529412
244;1;2;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;2;1;3;1.01695849794118;77526.8823529412
245;1;2;3;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;1;1;1.01695849794118;77526.8823529412
246;1;2;2;2;2;2;1;3;2;2;2;1;2;2;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;1;97;1;1;1.01695849794118;77526.8823529412
247;1;3;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;1.01695849794118;77526.8823529412
248;1;2;2;1;1;1;1;2;2;1;2;1;2;2;1;2;3;1;3;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;2;3;3;1.01695849794118;77526.8823529412
249;1;3;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;3;3;1.01695849794118;77526.8823529412
250;1;2;3;1;1;2;1;2;2;2;2;1;2;1;2;2;2;1;2;2;1;1;7;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;2;;;4;;;;1;3;1;6;1;1;2;1;1.01695849794118;77526.8823529412
251;1;2;3;1;2;2;1;2;2;1;1;1;2;2;2;2;2;1;1;2;1;1;3;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;4;2;1;1.01695849794118;77526.8823529412
252;1;2;1;1;2;2;1;3;2;2;2;2;1;2;1;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;1.01695849794118;77526.8823529412
253;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;1;3;1.01695849794118;77526.8823529412
254;2;2;3;3;2;1;2;2;2;2;2;1;1;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;4;1;1;0.910063251888889;68375.8611111111
255;2;3;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;1;97;1;97;;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;2;1;1;0.910063251888889;68375.8611111111
256;2;2;1;2;1;1;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;5;4;1;1;0.910063251888889;68375.8611111111
257;2;2;1;1;1;2;2;3;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;3;2;1;3;0.910063251888889;68375.8611111111
258;2;3;1;2;2;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;8;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;8;2;;;4;;;;2;3;2;1;2;2;2;3;0.910063251888889;68375.8611111111
259;2;2;3;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;;;2;;4;;2;3;2;5;1;2;2;3;0.910063251888889;68375.8611111111
260;2;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;97;2;2;1;3;0.910063251888889;68375.8611111111
261;2;3;3;1;2;2;1;2;2;1;2;1;2;2;2;2;2;1;2;1;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;1;3;0.910063251888889;68375.8611111111
262;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;5;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;2;0.910063251888889;68375.8611111111
263;2;3;2;1;1;2;2;2;2;2;2;1;1;2;2;2;3;1;2;2;1;2;;97;;;;;;;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;9;;2;;9;;;;3;4;3;97;3;3;1;3;0.910063251888889;68375.8611111111
264;2;2;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;1;2;0.910063251888889;68375.8611111111
265;2;3;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;2;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.910063251888889;68375.8611111111
266;2;3;2;1;1;1;2;3;1;2;1;1;1;2;2;2;1;1;1;1;1;1;7;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;;;4;;;;5;1;1;3;4;2;1;2;0.910063251888889;68375.8611111111
267;2;3;3;1;2;1;2;2;2;2;2;1;1;2;2;2;2;1;97;1;1;1;3;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;2;2;3;0.910063251888889;68375.8611111111
268;2;2;3;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;2;1;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;1;2;1;3;0.910063251888889;68375.8611111111
269;2;3;1;1;1;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;1;0.910063251888889;68375.8611111111
270;2;3;1;1;1;2;2;2;1;2;2;1;2;2;2;2;3;1;3;1;1;1;3;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;2;;;2;;3;;5;3;2;3;3;97;1;3;0.910063251888889;68375.8611111111
271;2;3;1;1;2;1;2;3;2;2;2;2;2;1;2;2;3;1;3;1;1;1;7;2;;;;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;97;;2;;4;;;;1;97;1;1;3;2;2;3;0.910063251888889;68375.8611111111
272;2;3;3;1;2;1;1;2;2;1;2;1;1;2;1;2;2;1;97;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;3;0.910063251888889;68375.8611111111
273;2;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;1;2;0.910063251888889;68375.8611111111
274;2;2;3;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;1;2;0.910063251888889;68375.8611111111
275;2;3;2;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;2;1;1;7;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;9;;2;;2;;5;;3;2;3;3;1;4;2;1;0.910063251888889;68375.8611111111
276;2;2;1;1;1;1;1;2;2;1;2;1;2;1;2;2;2;1;1;1;1;1;3;1;2;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;4;1;1;0.910063251888889;68375.8611111111
277;2;2;1;3;1;2;1;2;1;1;2;2;1;2;2;2;2;1;1;2;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;4;97;3;0.910063251888889;68375.8611111111
278;2;3;1;1;2;1;1;2;2;2;2;1;2;1;2;2;3;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;1;1;3;0.910063251888889;68375.8611111111
279;2;3;1;2;1;1;1;2;1;1;2;2;1;1;2;1;1;1;1;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;3;1;3;0.910063251888889;68375.8611111111
280;2;2;1;3;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;3;0.910063251888889;68375.8611111111
281;2;3;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;2;1;0.910063251888889;68375.8611111111
282;2;3;1;2;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;1;4;1;2;0.910063251888889;68375.8611111111
283;2;2;1;3;1;2;1;2;2;1;2;1;2;2;2;2;2;1;1;2;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;1;2;3;0.910063251888889;68375.8611111111
284;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;1;3;0.910063251888889;68375.8611111111
285;2;1;1;1;1;1;2;3;2;2;2;1;2;2;2;2;3;1;1;1;1;1;8;1;2;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;2;2;1;0.910063251888889;68375.8611111111
286;2;3;1;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;1;1;1;1;7;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;;;4;;;;3;3;1;5;2;2;1;3;0.910063251888889;68375.8611111111
287;2;3;1;1;1;2;1;2;2;2;2;1;2;1;2;2;2;1;2;2;1;1;97;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;2;0.910063251888889;68375.8611111111
288;2;3;2;1;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;5;2;1;97;0.910063251888889;68375.8611111111
289;2;2;1;3;2;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;1;0.910063251888889;68375.8611111111
290;1;2;1;3;1;2;2;3;2;2;2;1;2;2;2;2;1;1;1;2;97;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1;1;3;0.977764344588235;72044.8235294118
291;1;3;2;1;1;2;1;3;1;2;2;1;2;2;2;2;2;1;1;2;1;1;3;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;4;1;1;0.977764344588235;72044.8235294118
292;1;2;1;2;2;1;1;3;2;2;2;1;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;4;2;1;0.977764344588235;72044.8235294118
293;1;3;2;2;1;1;1;3;2;2;2;1;2;1;2;2;1;1;1;1;1;1;3;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;5;4;1;1;0.977764344588235;72044.8235294118
294;1;3;1;1;1;2;1;2;2;1;2;1;1;1;2;2;3;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;3;4;3;1;0.977764344588235;72044.8235294118
295;1;2;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;3;1;1;0.977764344588235;72044.8235294118
296;1;2;3;1;1;1;1;2;2;1;2;2;1;1;2;2;1;1;1;1;1;1;7;1;1;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;;;2;;1;;3;1;2;5;2;3;3;3;0.977764344588235;72044.8235294118
297;1;3;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;3;0.977764344588235;72044.8235294118
298;1;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;2;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;3;2;3;0.977764344588235;72044.8235294118
299;1;3;4;1;2;2;2;3;2;2;1;2;2;2;2;2;2;1;1;2;1;2;;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;97;4;1;1;3;0.977764344588235;72044.8235294118
300;1;3;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;4;1;1;0.977764344588235;72044.8235294118
301;1;1;3;3;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;2;1;3;0.977764344588235;72044.8235294118
302;1;3;1;1;1;2;1;2;1;2;2;1;1;2;2;2;2;1;2;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;3;1;3;0.977764344588235;72044.8235294118
303;1;2;3;1;1;1;1;2;1;1;2;1;1;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;2;1;0.977764344588235;72044.8235294118
304;1;2;1;1;1;2;1;3;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;1;2;1;3;0.977764344588235;72044.8235294118
305;1;2;1;2;1;2;1;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;8;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;2;1;0.977764344588235;72044.8235294118
306;1;2;1;3;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;3;1;0.977764344588235;72044.8235294118
307;1;3;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;3;3;1;0.985152263714286;74737.8571428571
308;1;3;1;3;1;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;3;1;0.985152263714286;74737.8571428571
309;1;2;1;1;2;2;1;2;2;2;2;1;2;1;2;1;2;1;2;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;1;0.985152263714286;74737.8571428571
310;1;3;3;1;2;2;1;2;2;2;2;1;2;1;2;2;1;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;1;0.985152263714286;74737.8571428571
311;1;3;3;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;2;1;1;3;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;;;4;;;;3;3;3;4;4;4;3;1;0.985152263714286;74737.8571428571
312;1;2;3;2;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;97;2;3;0.985152263714286;74737.8571428571
313;1;3;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2;2;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;3;1;0.985152263714286;74737.8571428571
314;1;2;1;1;2;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;2;1;3;0.985152263714286;74737.8571428571
315;1;2;1;1;2;2;1;2;2;1;2;1;1;2;1;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;1;2;1;3;0.985152263714286;74737.8571428571
316;1;3;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;3;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;4;1;1;0.985152263714286;74737.8571428571
317;1;2;1;3;2;2;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.985152263714286;74737.8571428571
318;1;2;1;3;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;3;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.985152263714286;74737.8571428571
319;1;2;2;2;1;2;2;3;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;97;1;3;0.985152263714286;74737.8571428571
320;1;2;2;1;1;2;2;3;2;2;2;1;2;2;2;2;1;1;1;1;1;1;3;2;;;;;;;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;;;4;;;;3;3;3;1;5;3;3;1;0.985152263714286;74737.8571428571
321;3;2;1;1;2;1;2;2;1;2;1;1;1;2;2;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;97;1;2;2;2;1.01137594750442;74873.407079646
322;3;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;3;1;3;1.01137594750442;74873.407079646
323;3;3;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;2;1;1.01137594750442;74873.407079646
324;3;3;3;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;1;1;1;7;1;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;8;2;;;1;;1;;3;3;2;1;3;2;3;1;1.01137594750442;74873.407079646
325;3;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;97;3;1;1.01137594750442;74873.407079646
326;3;3;1;1;1;2;1;2;1;2;2;1;1;1;2;1;3;1;2;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;2;2;3;1.01137594750442;74873.407079646
327;3;2;3;1;2;2;1;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;1.01137594750442;74873.407079646
328;3;2;2;3;1;2;1;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;2;3;1.01137594750442;74873.407079646
329;3;3;1;1;2;1;2;3;2;2;2;2;1;1;2;2;2;1;1;1;1;1;7;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;;2;;5;;6;3;2;1;5;1;1;3;1.01137594750442;74873.407079646
330;3;2;1;1;1;2;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;1;2;2;1.01137594750442;74873.407079646
331;3;2;1;2;1;1;2;3;1;1;1;1;1;1;1;2;1;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;3;1;1.01137594750442;74873.407079646
332;3;2;2;3;2;2;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;3;3;3;1.01137594750442;74873.407079646
333;3;2;1;97;1;2;2;3;2;2;2;1;1;2;2;2;3;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;1;97;1.01137594750442;74873.407079646
334;3;3;1;1;2;2;1;97;;;;;;;;;3;1;3;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;2;1;3;1.01137594750442;74873.407079646
335;3;2;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;1;2;2;2;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;2;2;1.01137594750442;74873.407079646
336;3;2;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1;1;3;1.01137594750442;74873.407079646
