"ID";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P08_9";"P08_10";"P08_11";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P17_6";"P18_A";"P18_D";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P21_B";"P22_A";"P22_B";"P22_C";"P22_D1";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P28_9";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"VD_P35";"P36";"P38";"P39";"P40";"P41";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V15";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_regiao_idade";"POP_regiao_raca";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2"
"444";2;1;2;97;3;1;2;1;1;1;1;1;2;2;0;0;2;2;5;1;2;2;2;2;97;1;1;2;1;2;2;2;1;1;1;2;2;1;1;3;;;;1;;;2;1;2;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;2;2;1;;;;3;4;5;1;4;1;"1";1;1;1;1;1628314,05813775;3669920,78366589;1976804,0794201;2153020,05470942;0,225906683261382;13362,9302174482
"445";2;1;1;1;3;1;2;2;2;2;2;2;2;2;0;0;2;2;4;1;2;2;2;2;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;3;1;4;2;2;1;;;2;1;4;3;1;4;"1";1;1;3;2;2281776,21520491;10072401,6435758;3392772,73855813;5811472,35270075;1,14645416714527;26273,1719843474
"446";2;1;1;1;3;1;1;1;1;1;1;2;2;2;0;0;2;1;4;1;2;2;2;2;3;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;;1;;;;;2;1;1;1;2;1;1;2;2;2;2;2;4;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;3;1;1;2;1;4;2;1;;;;4;3;1;2;4;4;"1";1;3;1;3;1410601,17309659;5164153,94647996;1499244,44762391;2061622,47029637;0,22261227921727;2802,16841165983
"447";1;3;2;1;3;2;1;2;2;1;2;1;2;2;0;0;1;3;5;1;1;1;1;2;2;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;4;1;2;2;2;2;;2;4;4;1;4;"3";2;97;1;1;2356901,94647081;10072401,6435758;3392772,73855813;4835858,60259792;0,279844053288524;10339,4743069233
"448";2;3;1;1;3;1;1;1;1;1;2;1;2;2;0;0;2;2;3;1;1;1;1;2;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;3;1;2;2;1;1;;2;1;1;4;3;"2";2;1;1;2;2120604,22046604;5164153,94647996;2358346,69976694;2828257,81207705;0,179930621055583;10982,7120575446
"449";2;2;1;1;3;2;1;2;1;2;2;2;2;2;0;0;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2;2;1;;2;;;;1;1;2;2;2;2;2;2;2;2;2;1;2;5;1;1;1;2;2;2;1;2;2;2;2;2;1;2;6;2;2;1;6;1;2;2;2;2;1;1;;4;2;2;4;1;"2";2;1;2;3;4474385,18221597;14898000,1979184;8995626,46137368;5881277,34048095;0,609870137814548;12101,6229956369
"450";3;2;1;1;4;1;1;2;1;2;2;2;2;2;0;0;2;3;3;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;1;2;2;2;1;1;;;;2;;2;2;1;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;3;1;5;;2;2;2;2;;4;3;5;1;1;"3";2;1;2;2;10873729,3575279;21435571,5784308;10487709,0241656;15599497,5813694;1,37301394574092;85949,777466347
"451";2;3;1;1;3;2;2;2;2;1;2;2;2;2;0;0;1;1;5;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;;1;;;;;1;2;1;2;2;1;2;2;2;2;2;2;6;2;1;1;2;1;2;1;1;2;2;1;1;1;1;2;1;2;1;1;1;3;1;2;2;1;1;;4;3;3;1;3;"2";2;1;3;3;7214590,0083199;21435571,5784308;12322615,2408783;16041980,2259275;1,35193633479635;37704,3544437782
"452";2;1;2;1;3;1;1;2;1;1;1;1;2;2;0;0;2;1;1;1;1;1;1;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;2;1;2;1;2;1;;;5;1;1;3;1;2;"1";1;1;1;3;1349979,57783012;1440823,54572169;1128957,88513977;2061622,47029637;1,11306139608635;19177,2486332011
"453";2;1;1;1;3;2;2;2;1;2;1;2;2;2;0;0;1;2;3;1;2;2;1;2;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2;2;1;1;1;2;2;2;2;2;2;;4;2;4;4;1;"3";2;97;1;3;3882757,46528652;14898000,1979184;8995626,46137368;5881277,34048095;0,637632202876856;18719,0203090337
"454";3;2;2;3;3;2;2;2;1;2;2;2;2;2;0;0;2;2;3;1;1;1;2;2;3;1;1;2;2;2;2;2;1;1;1;2;2;2;1;9;;;;;;;1;2;2;2;2;2;2;2;2;2;2;1;6;2;1;1;2;2;1;1;1;2;2;1;2;2;2;3;1;1;1;4;1;4;1;2;2;2;2;;2;1;5;4;4;"3";2;3;1;2;1283987,89409637;5164153,94647996;1499244,44762391;2828257,81207705;0,179930621055583;8860,84945092238
"455";2;2;2;97;3;1;1;2;1;1;1;2;2;2;0;0;1;2;1;1;2;1;2;2;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;3;1;1;;;;5;2;4;2;1;3;"1";1;1;2;2;2252075,16102183;10072401,6435758;3480847,43992385;5811472,35270075;0,573227083572636;19076,5423248511
"456";3;1;1;1;3;1;1;1;1;2;1;1;2;2;0;0;1;2;3;1;1;1;2;2;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;3;2;1;;1;;;;5;4;1;5;1;1;"1";1;1;2;3;1283987,89409637;1440823,54572169;2267202,44555839;2061622,47029637;0,179930621055583;10549,4859751089
"457";2;3;2;1;3;2;2;2;1;1;2;2;2;2;0;0;2;2;3;1;1;2;2;2;1;1;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;1;2;1;3;1;1;;;;5;4;3;2;1;3;"1";1;4;2;2;6626547,21734997;21435571,5784308;12322615,2408783;15599497,5813694;1,87179217291575;57411,5372022058
"458";3;2;1;1;2;2;2;2;1;2;2;2;2;2;0;0;3;3;5;2;2;2;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;1;2;2;2;1;1;1;3;1;1;1;1;1;1;;2;2;1;1;;4;2;3;4;1;"2";2;97;2;1;4595041,07124126;14898000,1979184;8995626,46137368;10613747,399869;0,472661016283447;34795,5413742584
"459";3;2;1;2;4;2;1;2;2;2;2;2;1;2;1;0;1;2;3;1;2;2;2;2;97;1;1;2;1;2;2;2;1;1;1;1;1;2;2;5;;;;;;;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;3;1;3;2;2;2;2;1;;4;4;3;1;2;"3";2;1;3;2;2281776,21520491;10072401,6435758;2041883,72723215;5811472,35270075;0,85300302693329;18714,739311889
"460";2;1;2;1;3;2;2;2;1;2;1;2;2;2;0;0;2;3;3;1;1;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;1;2;1;3;1;2;2;2;2;;97;5;2;4;3;"3";2;3;2;1;1265229,88040335;3669920,78366589;1927007,87039979;2153020,05470942;0,182984706628559;7498,34752544878
"461";3;1;1;1;4;2;2;2;1;2;1;2;1;2;0;0;2;3;5;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;2;2;1;2;1;3;;;;;1;;1;1;2;2;2;2;2;2;2;2;1;2;7;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;1;1;1;4;1;3;1;1;;;;5;4;5;4;4;3;"1";1;3;2;2;1170024,49772926;3669920,78366589;1927007,87039979;1954125,97753969;0,451813366522763;10248,7972994587
"462";2;2;1;1;3;1;1;1;1;1;1;2;2;2;0;0;2;1;4;1;2;1;2;2;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;4;1;1;;;;2;1;4;3;1;4;"1";1;4;1;2;2281776,21520491;10072401,6435758;3392772,73855813;5811472,35270075;0,888412592309103;20359,6598099672
"463";3;1;1;1;3;1;1;2;1;1;1;1;2;2;0;0;2;1;3;1;1;2;1;2;1;2;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;1;2;1;2;4;1;1;;;;1;2;1;1;4;4;"1";1;1;3;3;2120604,22046604;5164153,94647996;1499244,44762391;2061622,47029637;1,33567367530362;35133,5767846794
"464";2;2;2;1;4;2;1;2;2;2;2;1;2;2;0;0;1;3;5;1;2;2;2;2;2;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;4;1;1;;;;5;4;3;2;2;4;"1";1;3;3;3;6626547,21734997;3707808,66257895;11219551,754314;16041980,2259275;1,06851930192143;18636,7119549615
"465";3;1;1;2;3;2;1;2;2;1;2;2;1;2;1;0;2;2;3;1;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;2;1;2;2;2;;;;;2;1;2;2;2;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;6;1;4;2;1;;;;5;4;2;2;2;4;"1";1;1;2;3;4474385,18221597;2834846,37084543;4208133,6330169;5881277,34048095;0,580278168423321;4900,90453290813
"466";2;1;2;2;3;2;1;2;1;1;2;2;2;2;0;0;1;1;3;2;2;2;2;2;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;2;2;1;4;1;2;2;2;2;;4;2;2;3;4;"3";2;97;2;1;4474385,18221597;219310,52186252;4208133,6330169;10613747,399869;1,16055633684664;8814,29983558093
"467";3;9;1;1;2;1;1;1;1;1;1;2;2;2;0;0;2;3;5;1;1;1;1;2;1;1;2;2;2;1;2;2;1;1;1;2;2;1;2;1;;;;2;;1;1;2;2;2;2;2;2;2;2;2;1;2;8;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;3;1;1;6;2;1;;2;2;2;2;;1;4;5;1;1;"3";2;1;2;3;3549069,08752912;10072401,6435758;4175632,01705986;2443804,96747532;0,839532159865571;34965,3305550768
"468";2;5;1;3;3;2;2;2;1;2;2;2;2;2;0;0;2;2;3;2;2;2;2;2;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;1;3;1;2;2;2;1;;1;5;4;1;3;"3";2;1;3;2;1170024,49772926;2544897,92588269;1927007,87039979;1954125,97753969;0,297291679195072;9071,29261047891
"469";3;97;1;1;4;2;2;2;1;2;2;2;2;2;0;0;2;3;1;2;1;1;2;2;97;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2;1;1;1;1;2;2;2;2;1;1;;97;2;2;1;1;"2";2;1;1;1;4474385,18221597;6273888,68778369;8995626,46137368;10613747,399869;1,99301884511154;147830,809270945
"470";3;2;1;1;2;1;2;2;1;2;2;1;2;2;0;0;3;3;5;1;2;2;2;2;1;3;;;;;;;1;1;1;2;1;2;1;1;;2;;;;1;1;2;2;2;2;2;1;1;2;2;2;2;5;1;1;1;2;2;2;2;1;2;2;1;1;1;1;5;1;1;1;1;1;2;1;1;;;;3;2;2;3;4;2;"1";1;1;1;3;4595041,07124126;14898000,1979184;3762891,45355231;5881277,34048095;1,16055633684664;11192,7867481295
"471";2;1;2;97;3;1;1;1;1;1;1;1;2;2;0;0;2;2;3;1;1;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;3;1;97;6;2;4;1;1;;;;2;3;3;3;1;4;"1";1;3;3;2;7214590,0083199;21435571,5784308;11219551,754314;15599497,5813694;1,37301394574092;31123,3854564124
"472";2;2;2;1;4;1;2;2;2;2;2;2;2;2;0;0;2;2;3;1;2;2;2;2;2;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;2;4;1;1;;;;1;4;4;2;4;4;"1";1;3;2;3;2252075,16102183;2358209,30927529;3392772,73855813;2443804,96747532;0,426501513466645;4193,44117547494
"473";2;1;1;2;4;2;2;2;1;1;2;2;2;2;0;0;3;97;5;2;2;2;2;2;2;3;;;;;;;1;1;1;2;1;2;2;1;;;;2;;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;1;3;1;2;1;;;5;4;3;2;4;3;"1";1;1;1;2;6626547,21734997;14014348,5743857;12322615,2408783;15599497,5813694;1,87179217291575;35175,0791055029
"474";3;1;1;1;2;2;2;2;2;2;1;2;2;2;0;0;2;2;4;2;1;2;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2;2;2;;;;;2;3;2;2;2;2;2;2;2;2;2;2;1;2;4;1;2;1;2;2;2;2;2;2;2;2;2;2;2;5;2;1;2;1;1;3;1;2;2;2;1;;2;1;1;4;3;"3";2;3;2;3;2120604,22046604;5164153,94647996;2358346,69976694;2061622,47029637;0,22261227921727;7943,67919516019
"475";2;1;2;1;3;1;1;2;2;1;2;2;2;2;0;0;2;2;5;1;2;2;2;2;2;1;2;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;2;2;4;1;2;2;1;1;;4;2;1;1;4;"2";2;1;1;1;6037267,85338051;6273888,68778369;4208133,6330169;10613747,399869;0,609870137814548;40003,921299371
"476";3;1;1;1;4;2;2;1;1;2;2;2;2;2;0;0;97;2;2;2;2;2;2;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;1;1;2;2;2;2;2;1;1;2;1;1;1;4;1;4;1;2;2;2;2;;1;4;5;2;4;"3";2;97;1;2;3549069,08752912;574737,76914959;3392772,73855813;5811472,35270075;0,279844053288524;6664,28217023509
"477";2;1;1;2;3;1;2;2;2;2;2;2;2;2;0;0;2;2;4;1;1;2;2;2;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;2;1;1;1;2;2;2;2;1;1;;4;5;2;4;1;"2";2;97;2;3;1265229,88040335;3669920,78366589;1976804,0794201;2810671,34868652;0,255743900242304;4708,55464540375
"478";2;2;2;1;3;2;1;2;2;1;1;1;2;2;0;0;1;2;5;1;2;1;2;2;3;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;;;;2;;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;1;1;3;1;1;;;;5;4;5;1;4;3;"1";1;3;1;3;1628314,05813775;3669920,78366589;1927007,87039979;2810671,34868652;0,667268549974068;15837,7940395872
"479";3;1;1;1;3;1;1;1;1;1;1;1;2;2;0;0;1;2;3;1;1;2;2;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;1;2;1;1;2;2;2;2;2;1;6;3;1;1;1;2;4;1;1;;;;1;1;4;1;1;4;"1";1;97;1;1;2651313,51254732;10072401,6435758;3392772,73855813;4835858,60259792;1,67906431973114;88803,0209286535
"480";3;2;1;1;2;1;1;1;1;1;1;1;2;2;0;0;1;3;3;1;2;1;1;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;2;1;2;1;2;2;2;2;1;1;;2;3;2;1;1;"2";2;1;2;2;6626547,21734997;21435571,5784308;10487709,0241656;15599497,5813694;7,487168691663;194302,785385763
"481";3;1;1;1;3;2;1;2;1;2;2;2;2;2;0;0;2;2;4;2;2;2;1;2;1;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;4;1;2;2;2;2;;3;3;5;1;4;"3";2;97;1;3;10873729,3575279;21435571,5784308;11219551,754314;16041980,2259275;4,12437915736062;147153,395839069
"482";3;3;1;1;3;2;1;1;1;1;1;1;2;2;0;0;2;2;3;1;1;1;1;2;3;2;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;1;2;2;1;3;1;1;;;;5;4;1;1;4;3;"1";1;1;1;3;2120604,22046604;5164153,94647996;2358346,69976694;2061622,47029637;0,746674990711184;26644,2920853879
"483";3;1;1;1;4;2;1;2;2;2;2;2;2;2;0;0;1;2;3;1;1;1;2;2;2;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;1;1;5;1;1;1;1;1;3;2;2;2;1;1;;4;1;2;4;2;"2";2;1;2;2;1410601,17309659;5164153,94647996;1128957,88513977;2828257,81207705;0,179930621055583;4055,32775699977
"484";3;1;1;1;3;2;2;1;1;2;2;2;2;2;0;0;1;2;4;1;2;1;1;2;2;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;2;1;6;1;2;2;1;;;;2;4;1;3;4;1;"1";1;97;1;1;1349979,57783012;5164153,94647996;2267202,44555839;2363871,19571558;0,370772993190994;24455,7322380287
"485";3;1;2;1;1;2;2;2;1;2;2;2;2;2;0;0;2;1;3;2;1;1;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;3;2;1;;;;1;4;4;4;1;2;"1";1;3;1;2;2356901,94647081;10072401,6435758;2041883,72723215;5811472,35270075;0,573227083572636;13914,1877304486
"486";3;2;1;1;3;2;2;2;1;1;2;2;2;2;0;0;2;2;4;1;2;1;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;1;1;3;1;2;2;2;2;;4;1;3;4;3;"3";2;1;1;3;1349979,57783012;5164153,94647996;2358346,69976694;2061622,47029637;0,179930621055583;3677,42123049423
"487";3;2;1;1;4;2;2;2;2;1;2;2;2;2;0;0;3;1;3;1;2;2;2;2;1;1;2;2;1;2;2;2;1;1;2;2;1;2;2;97;;;;;;;2;1;1;2;2;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;1;2;6;1;2;2;1;;;;1;3;5;4;4;1;"1";1;1;2;3;1170024,49772926;3669920,78366589;1976804,0794201;2810671,34868652;1,29570815174547;23108,2591959291
"488";2;1;1;1;3;1;2;2;2;2;2;2;2;2;0;0;2;2;3;1;1;1;2;2;1;1;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;3;1;4;1;1;;;;2;1;2;3;1;4;"1";1;3;1;2;4595041,07124126;6273888,68778369;4208133,6330169;7731021,03806011;1,82961041344364;46313,1801986768
"489";3;1;2;1;4;1;1;1;1;1;1;1;2;2;0;0;1;3;3;2;1;2;2;2;3;2;1;2;1;1;1;2;1;1;1;2;1;1;1;3;;;;97;;;2;2;2;2;1;1;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;6;1;2;2;1;;;;5;4;4;3;4;1;"1";1;1;1;1;2281776,21520491;2358209,30927529;4175632,01705986;4835858,60259792;1,71968125071791;67732,5961280736
"490";3;1;1;1;4;2;1;2;2;1;2;2;2;2;0;0;1;2;3;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;97;;;;;;;2;1;2;2;2;2;2;2;1;2;2;2;97;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;1;4;1;2;1;;;2;1;5;4;4;4;"1";1;4;1;3;1170024,49772926;3669920,78366589;1926584,00950762;2810671,34868652;0,333634274987034;4485,18576534171
"491";2;2;2;1;3;2;2;2;1;1;2;2;2;2;0;0;2;2;3;1;1;1;1;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;4;1;3;1;1;;;;1;2;4;5;1;3;"1";1;97;2;3;3549069,08752912;10072401,6435758;3480847,43992385;2443804,96747532;0,573227083572636;18597,736217806
"492";3;2;1;1;3;1;1;1;1;1;1;1;2;2;0;0;1;1;2;1;1;1;1;2;3;2;1;2;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;4;1;3;1;2;97;1;1;;3;4;3;1;3;"2";2;1;1;3;2281776,21520491;10072401,6435758;3480847,43992385;2443804,96747532;0,573227083572636;10994,9419597725
"493";3;1;2;1;3;2;1;2;2;2;2;2;2;2;0;0;2;3;5;1;1;1;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;2;1;6;1;5;;2;2;1;1;;4;1;2;1;1;"2";2;1;3;3;1410601,17309659;1440823,54572169;2267202,44555839;2061622,47029637;0,53979186316675;13837,5540314486
"494";3;1;1;1;3;2;1;2;1;2;1;2;2;2;0;0;2;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;2;1;2;2;3;;;;1;;;2;2;2;2;2;2;2;2;2;2;1;2;4;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;3;1;1;6;1;4;1;2;2;2;2;;4;5;4;4;4;"3";2;3;2;2;1170024,49772926;3669920,78366589;1926584,00950762;1954125,97753969;0,160638989646764;2906,49514318646
"495";2;1;2;1;2;2;2;2;1;2;2;2;2;2;0;0;2;1;1;1;2;2;1;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;2;1;1;1;3;1;1;;;;3;4;2;2;4;3;"1";1;97;1;2;4474385,18221597;14898000,1979184;7259394,23046714;7731021,03806011;0,695186851079864;24624,3976452726
"496";3;2;1;1;3;1;1;1;1;1;1;1;2;2;0;0;1;2;5;1;1;1;2;2;3;1;1;2;1;1;1;2;1;1;1;2;1;2;1;1;;2;;;;1;2;1;2;2;1;1;1;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;2;2;1;4;97;1;;;;5;2;5;2;1;4;"1";1;97;1;2;1265229,88040335;2544897,92588269;1926584,00950762;1954125,97753969;0,677720049784145;17028,008440973
"497";3;3;1;1;4;2;1;2;2;2;2;2;2;2;0;0;2;1;3;1;1;1;2;2;2;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;3;1;1;;;;5;4;2;1;2;3;"1";1;3;3;3;6037267,85338051;2834846,37084543;7259394,23046714;5881277,34048095;0,695186851079864;15035,2003438728
"498";3;2;1;1;3;1;1;1;1;1;1;1;2;2;0;0;2;3;5;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;1;2;1;1;;1;;;;;2;2;1;2;1;2;2;2;2;2;2;2;97;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;2;6;1;3;97;2;2;1;1;;4;3;3;4;1;"2";2;1;1;1;7214590,0083199;14014348,5743857;10487709,0241656;8084671,29925415;2,74602789148185;53771,7394696464
"499";3;1;2;1;4;1;2;2;1;2;2;2;2;2;0;0;2;3;3;1;1;1;2;2;2;1;1;1;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;2;2;1;3;1;1;;;;5;4;2;2;1;3;"1";1;1;2;3;4474385,18221597;6273888,68778369;7259394,23046714;5881277,34048095;0,66433961503718;12836,8388562362
"500";2;1;97;2;3;2;2;2;1;2;2;2;2;2;0;0;1;1;97;1;1;1;1;2;97;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;97;1;1;2;1;1;;2;1;;;97;97;4;5;4;1;"1";1;97;1;3;3549069,08752912;2358209,30927529;4175632,01705986;2443804,96747532;0,279844053288524;7784,62194712236
"501";3;2;2;1;4;1;1;1;1;1;2;2;2;2;0;0;1;2;4;1;1;1;2;2;1;1;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;4;1;3;1;2;2;2;1;;4;4;4;1;3;"3";2;1;1;2;2356901,94647081;10072401,6435758;3480847,43992385;5811472,35270075;0,573227083572636;19992,0687196493
"502";3;1;1;1;3;2;2;2;1;2;2;2;2;2;0;0;2;2;1;1;2;2;2;2;97;2;1;2;1;2;2;2;1;1;2;2;1;2;2;5;;;;;;;1;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;5;2;2;1;1;2;3;2;2;2;1;2;;2;3;1;4;2;"2";2;97;2;2;8292998,1115813;14014348,5743857;5696273,08719308;15599497,5813694;1,87179217291575;36329,678695585
"503";3;3;2;1;4;2;2;2;1;2;2;2;2;2;0;0;2;2;5;1;1;2;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;3;2;1;;;;3;4;3;3;1;2;"1";1;1;1;1;7214590,0083199;21435571,5784308;5696273,08719308;8084671,29925415;1,37301394574092;33108,1012561585
