"I01";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_01";"P13_02";"P13_03";"P13_04";"P13_05";"P13_06";"P13_07";"P13_08";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23_01";"P23_02";"P23_03";"P23_04";"P23_05";"P23_06";"P24";"P25_01";"P25_02";"P25_03";"P25_04";"P25_05";"P25_06";"P26_01";"P26_02";"P26_03";"P26_04";"P26_05";"P26_06";"P26_07";"P26_08";"P26_09";"P26_10";"P26_11";"P26_12";"P26_13";"P27_01";"P27_02";"P27_03";"P27_04";"P27_05";"P27_06";"P27_07";"P27_08";"P27_09";"P27_10";"P27_11";"P27_12";"P27_13";"P27_14";"P27_15";"P27_16";"P28";"P29";"P30";"P31_01";"P31_02";"P31_03";"P31_04";"P31_05";"P31_06";"P31_07";"P31_08";"P31_09";"P32";"P34";"P35";"P36";"P38";"VD_IDADE";"VD_RENDA";"VD_RACA";"W1";"W2"
"653";5;"3";"2";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"2";"1";"3";"2";"2";"1.37376911003689";"81134.9411764706"
"654";1;"3";"2";"97";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"97";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"2";"3";"4";"1";"3";"3.45441126235325";"204017.875"
"655";5;"2";"2";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"10";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"3";"4";"1";"2";"2";"4";"2";"1";"2.00696691051622";"118531.666666667"
"656";1;"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"4";"5";"2";"1";"0.762105040641756";"45010"
"657";1;"2";"2";"2";"1";"1";"2";"1";"3";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"5";"97";"3";"0.0468675128304017";"2768"
"658";5;"2";"3";"1";"1";"1";"2";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"97";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"4";"2";"4";"1";"0.472329615257093";"27895.8343653251"
"659";1;"3";"97";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"1";"5";"1";"5";"2";"97";"0.407710111433661";"24079.4"
"660";5;"3";"2";"1";"1";"1";"2";"1";"3";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"11";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"5";"3";"1";"7";"3";"5";"3";"1";"0.762276476179114";"45020.125"
"661";1;"2";"2";"97";"1";"1";"97";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"97";"97";;"1";"1";"97";"97";"97";"97";"97";"97";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"3";"2";"2";"97";"0.603060022308425";"35616.7852941176"
"662";1;"2";"1";"2";"1";"1";"1";"1";"3";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"4";"2";"1";"2";"3";"1.51894425885206";"89709"
"663";5;"3";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"97";"97";"1";"10";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1.37376911003689";"81134.9411764706"
"664";1;"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"5";"1";"2";"1";"0.74923028062818";"44249.6153846154"
"665";5;"2";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"4";"1";"2";"1";"1.080230581888";"63797.5263157895"
"666";1;"3";"2";"1";"1";"2";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"6";"1";"5";"3";"3";"2";"2";"0.603060022308425";"35616.7852941176"
"667";5;"2";"1";"2";"2";;;"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"5";"3";"3";"1";"0.511630712633941";"30216.9611111111"
"668";1;"3";"3";"1";"1";"1";"1";"1";"4";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"5";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"4";"2";"1";"5";"2";"2";"2";"4";"0.603060022308425";"35616.7852941176"
"669";5;"3";"97";"1";"3";;;"2";"3";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"97";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"2";"1";"1";"1.44423418205502";"85296.6153846154"
"670";5;"3";"2";"1";"1";"1";"1";"1";"4";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"5";"1";"5";"4";"3";"0.839087639570478";"49556.6"
"671";5;"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";"1";"9";"5";"3";"4";"1";"0.472329615257093";"27895.8343653251"
"672";5;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"12";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";"1";"6";"1";"3";"2";"1";"1.44423418205502";"85296.6153846154"
"673";5;"2";"1";"2";"1";"1";"1";"1";"4";"2";"2";"2";"2";"2";"2";"1";"2";"1";"3";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"4";"2";"1";"2";"3";"2";"2";"1";"1.37376911003689";"81134.9411764706"
"674";5;"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"3";"2";"2";"1";"1.37376911003689";"81134.9411764706"
"675";5;"3";"3";"2";"2";;;"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"12";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"4";"1";"2";"97";"4";"2";"1";"2.00696691051622";"118531.666666667"
"676";2;"3";"2";"1";"2";;;"1";"3";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"5";"1";"1";"5";"1";"4";"3";"3";"0.750069419323956";"44297.175"
"677";2;"3";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"1";"3";"2";"3";"0.7095538346494";"41906.3205128205"
"678";5;"2";"2";"1";"2";;;"1";"3";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"4";"3";"1";"5";"4";"3";"2";"1";"1.44423418205502";"85296.6153846154"
"679";2;"2";"3";"1";"2";;;"1";"3";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"4";"1";"1";"0.625875368167542";"36964.2619047619"
"680";2;"2";"1";"1";"2";;;"1";"3";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"5";"1";"2";"3";"0.545110147304365";"32194.2597746081"
"681";5;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"2";"1";"3";"2";"1";"1.37376911003689";"81134.9411764706"
"682";2;"2";"2";"1";"2";;;"1";"3";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"6";"5";"3";"2";"3";"0.356755236754539";"21070"
"683";5;"3";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"12";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"2";"5";"5";"1";"2";"1";"1.080230581888";"63797.5263157895"
"684";2;"3";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"7";"1";"1";"2";"1";"0.602024038725661";"35555.6"
"685";5;"2";"1";"2";"2";;;"1";"3";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"5";"97";"1";"0.0771375258587797";"4555.75"
"686";2;"97";"97";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"6";"2";"2";"2";"0.7095538346494";"41906.3205128205"
"687";5;"2";"1";"1";"2";;;"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"4";"2";"2";"1.37416631260653";"81158.4"
"688";2;"2";"1";"1";"1";"2";"2";"1";"3";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"1";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"3";"4";"97";"3";"0.0146460977595005";"865"
"689";2;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"7";"3";"5";"4";"1";"0.325534309132386";"19226.0888888889"
"690";5;"2";"2";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"97";"1";"1";"97";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"5";"2";"1";"2";"1";"3";"1";"1";"1.37376911003689";"81134.9411764706"
"691";5;"3";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"4";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"6";"2";"7";"3";"1";"3";"1";"0.675712112253742";"39707.625"
"692";2;"3";"3";"1";"1";"1";"2";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"1";"2";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1";"1";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"9";"5";"2";"3";"2";"0.231935108737723";"13697.1107427056"
"693";5;"2";"1";"2";"2";;;"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"3";"1";"2";"1";"1.080230581888";"63797.5263157895"
"694";2;"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"2";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"2";"1";"0.388468694677712";"22943"
"695";5;"3";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"97";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"2";"1";"5";"97";"1";"0.0771375258587797";"4555.75"
"696";2;"2";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"2";"1";"2";"3";"0.273740442345965";"16167.1379310345"
"697";1;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"5";"1";"3";"0.407710111433661";"24079.4"
"697";5;"3";"3";"2";"2";;;"2";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"1";"1";"1";"1";"1.080230581888";"63797.5263157895"
"697";2;"3";"1";"1";"1";"1";"2";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"5";"1";"2";"3";"0.816479752262765";"48221.3818181818"
"700";3;"2";"2";"2";"3";;;"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"3";"1";"2";"2";"0.870655483111302";"51421"
"701";2;"1";"1";"2";"2";;;"2";"3";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"3";"1";"2";"3";"0.545110147304365";"32194.2597746081"
"702";2;"3";"1";"1";"1";"1";"1";"2";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"4";"2";"3";"0.806794384845827";"47649.3571428571"
"703";2;"2";"2";"1";"3";;;"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"6";"1";"1";"1";"0.816479752262765";"48221.3818181818"
"704";2;"3";"1";"2";"2";;;"1";"3";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"1";"2";"2";"2";"1.15525972220568";"68229.7666666667"
"705";2;"3";"1";"1";"1";"1";"2";"1";"3";"1";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"4";"3";"4";"3";"0.231935108737723";"13697.1107427056"
"706";2;"3";"3";"1";"1";"1";"2";"1";"3";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"4";"3";"2";"0.750069419323956";"44297.175"
"707";2;"2";"1";"2";"2";;;"1";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"97";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"4";"2";"1";"2";"3";"2";"2";"3";"1.70372270168754";"100622.033333333"
"708";3;"1";"3";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"9";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"3";"3";"4";"1";"0.402369788620544";"23764"
"709";2;"3";"1";"2";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"3";"2";"2";"0.7095538346494";"41906.3205128205"
"710";2;"3";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";"1";"4";"3";"1";"2";"3";"2.64514733901718";"156222.666666667"
"711";2;"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"3";"1";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"6";"5";"3";"3";"3";"0.309638542723335";"18287.2833333333"
"712";2;"2";"1";"2";"1";"1";"2";"1";"3";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"4";"1";"1";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"9";"5";"3";"2";"3";"0.388468694677712";"22943"
"713";2;"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"3";"2";"2";"2";"4";"1.15525972220568";"68229.7666666667"
"714";2;"3";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"97";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"97";"1";"2";"97";"0.816479752262765";"48221.3818181818"
"715";5;"2";"1";"2";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"1";"1";"1";"1";"0.892473876386534";"52709.5964912281"
"716";5;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"3";"1";"2";"1";"0.892473876386534";"52709.5964912281"
"717";2;"3";"3";"1";"1";"1";"2";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"5";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"4";"2";"1";"2";"1";"2";"97";"3";"0.045610318889774";"2693.75"
"718";5;"3";"97";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"6";"2";"5";"5";"2";"2";"1";"1.28931050813344";"76146.8076923077"
